6
0 15991.7 3640.95 43.61 3.6 37.98 127.59 207.85 99.2 102.31 63.02 0.01 0.01 0.01 1.69 1969.74 11199.2 28160.6 44055.1 56118.8 63051.4 61156.8 57434.2 45652.5 30887.2 
1 9053.98 705.34 0 0 0 0 0 0 0 0 0 0 188.07 1551.66 10729.7 33021.8 55492.7 72539.5 83864.7 86058.9 82376.5 70535.6 51932.3 28545.2 
2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
3 0 0 0 0 0 0 0 0 0 0 0 66.6 1600.42 7141.02 24675.8 41434.6 62683.6 69872.1 67422.5 58865.8 44603.1 11091.6 1934.52 108.29 
4 2745.88 13.55 0.01 0.01 0.02 0.01 0.01 0.01 0.01 0.01 0.01 0.01 144.72 3831.79 17135 36435.7 55151.5 68313.3 76271.2 75400.4 68711.2 55278 34715.7 15176.3 
5 1476.33 32.01 0.02 0.03 0.03 0.03 0.04 0.04 0.04 0.05 0.04 0.04 12.38 1278.57 9609.25 26507.8 43382.9 57205.1 66213.7 65544.8 60572.6 48842.9 32558.4 12826 
54 136
0 s 0 0.08 0.25
1 s 0 0.08 0.25
2 s 0 0.08 0.25
3 s 0 0.08 0.25
4 s 0 0.08 0.25
5 c 0 0.02415 0.0805 16 0.165
6 c 0 0.02415 0.0805 16 0.165
7 c 0 0.02415 0.0805 16 0.165
8 c 0 0.02415 0.0805 16 0.165
9 s 1 0.08 0.25
10 s 1 0.08 0.25
11 s 1 0.08 0.25
12 s 1 0.08 0.25
13 s 1 0.08 0.25
14 c 1 0.02415 0.0805 16 0.165
15 c 1 0.02415 0.0805 16 0.165
16 c 1 0.02415 0.0805 16 0.165
17 c 1 0.02415 0.0805 16 0.165
18 s 2 0.08 0.25
19 s 2 0.08 0.25
20 s 2 0.08 0.25
21 s 2 0.08 0.25
22 s 2 0.08 0.25
23 c 2 0.02415 0.0805 16 0.165
24 c 2 0.02415 0.0805 16 0.165
25 c 2 0.02415 0.0805 16 0.165
26 c 2 0.02415 0.0805 16 0.165
27 s 3 0.08 0.25
28 s 3 0.08 0.25
29 s 3 0.08 0.25
30 s 3 0.08 0.25
31 s 3 0.08 0.25
32 c 3 0.02415 0.0805 16 0.165
33 c 3 0.02415 0.0805 16 0.165
34 c 3 0.02415 0.0805 16 0.165
35 c 3 0.02415 0.0805 16 0.165
36 s 4 0.08 0.25
37 s 4 0.08 0.25
38 s 4 0.08 0.25
39 s 4 0.08 0.25
40 s 4 0.08 0.25
41 c 4 0.02415 0.0805 16 0.165
42 c 4 0.02415 0.0805 16 0.165
43 c 4 0.02415 0.0805 16 0.165
44 c 4 0.02415 0.0805 16 0.165
45 s 5 0.08 0.25
46 s 5 0.08 0.25
47 s 5 0.08 0.25
48 s 5 0.08 0.25
49 s 5 0.08 0.25
50 c 5 0.02415 0.0805 16 0.165
51 c 5 0.02415 0.0805 16 0.165
52 c 5 0.02415 0.0805 16 0.165
53 c 5 0.02415 0.0805 16 0.165
0 18 b 100000 5
18 0 b 100000 5
0 9 b 100000 4
9 0 b 100000 4
9 45 b 100000 4
45 9 b 100000 4
9 36 b 100000 4
36 9 b 100000 4
